"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2008 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2216,DOUGLAS,28,TIF REDEVELOPMENT 216,6/26/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: S&R Development LLC
3213 South 24th Street
Description: Tif funds used for a medical office.",2008,0,0,"274,600",0,0,0,0,0,,"274,600",0,2.05498,0.00,"5,642.98"
28-2217,DOUGLAS,28,TIF REDEVELOPMENT 217,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2007,"295,000",0,0,0,0,0,0,0,,"295,000",0,2.05403,0.00,"6,059.39"
28-2217,DOUGLAS,28,TIF REDEVELOPMENT 217,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2008,"295,000",0,0,0,0,0,0,0,,"295,000",0,2.05498,0.00,"6,062.19"
28-2218,DOUGLAS,28,TIF REDEVELOPMENT 218,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2007,"16,101,900",0,0,0,0,0,0,0,,"16,101,900",0,2.05403,0.00,"330,737.86"
28-2218,DOUGLAS,28,TIF REDEVELOPMENT 218,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2008,0,0,"11,171,100",0,0,0,0,0,,"11,171,100",0,2.05498,0.00,"229,563.87"
28-2219,DOUGLAS,28,TIF REDEVELOPMENT 219,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2007,0,0,"13,200",0,0,0,0,0,,"13,200",0,2.05403,0.00,271.13
28-2219,DOUGLAS,28,TIF REDEVELOPMENT 219,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2008,"13,200",0,0,0,0,0,0,0,,"13,200",0,2.05498,0.00,271.26
28-2220,DOUGLAS,28,TIF REDEVELOPMENT 220,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2007,0,0,"20,000",0,0,0,0,0,,"20,000",0,2.05403,0.00,410.81
28-2220,DOUGLAS,28,TIF REDEVELOPMENT 220,,OMAHA,OMAHA 1,28-0001,,5,No number assigned as of this report period.,2008,0,0,"20,000",0,0,0,0,0,,"20,000",0,2.05498,0.00,411.00
28-2221,DOUGLAS,28,TIF REDEVELOPMENT 221,4/24/2006,OMAHA,OMAHA 1,28-0001,,5,"Giovanna Townhomes, LLC",2007,0,0,"361,400",0,0,0,0,0,,"361,400",0,2.05403,0.00,"7,423.26"
28-2221,DOUGLAS,28,TIF REDEVELOPMENT 221,4/24/2006,OMAHA,OMAHA 1,28-0001,,5,"Giovanna Townhomes, LLC",2008,"361,400","572,900",0,0,0,0,0,0,,"361,400","572,900",2.05498,"11,772.98","7,426.70"
28-2222,DOUGLAS,28,TIF REDEVELOPMENT 222,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"9,627,600",0,0,0,0,0,,"9,627,600",0,2.05498,0.00,"197,845.25"
28-2223,DOUGLAS,28,TIF REDEVELOPMENT 223,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"653,800",0,0,0,0,0,,"653,800",0,2.05498,0.00,"13,435.46"
28-2224,DOUGLAS,28,TIF REDEVELOPMENT 224,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"177,400","481,500",0,0,0,0,,"177,400","481,500",2.05498,"9,894.73","3,645.53"
28-2225,DOUGLAS,28,TIF REDEVELOPMENT 225,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"156,400",0,0,0,0,0,,"156,400",0,2.05498,0.00,"3,213.99"
28-2226,DOUGLAS,28,TIF REDEVELOPMENT 226,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,0,0,"4,890,000",0,0,0,,"4,890,000",0,2.05498,0.00,"100,488.52"
28-2227,DOUGLAS,28,TIF REDEVELOPMENT 227,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"322,000",0,0,0,0,0,,"322,000",0,2.05498,0.00,"6,617.04"
28-2228,DOUGLAS,28,TIF REDEVELOPMENT 228,,OMAHA,OMAHA 1,28-0001,,5,,2008,"35,100",0,0,0,0,0,0,0,,"35,100",0,2.05498,0.00,721.30
28-2229,DOUGLAS,28,TIF REDEVELOPMENT 229,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,0,0,"296,000",0,0,0,,"296,000",0,2.05498,0.00,"6,082.74"
28-2230,DOUGLAS,28,TIF REDEVELOPMENT 230,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"252,760",0,0,0,0,0,,"252,760",0,2.05498,0.00,"5,194.17"
28-2231,DOUGLAS,28,TIF REDEVELOPMENT 231,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"300,300",0,0,0,0,0,,"300,300",0,2.05498,0.00,"6,171.10"
28-2232,DOUGLAS,28,TIF REDEVELOPMENT 232,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"378,900",0,0,0,0,0,,"378,900",0,2.05498,0.00,"7,786.32"
28-2233,DOUGLAS,28,TIF REDEVELOPMENT 233,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"110,640",0,0,0,0,0,,"110,640",0,2.05498,0.00,"2,273.63"
28-2234,DOUGLAS,28,TIF REDEVELOPMENT 234,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"442,000",0,0,0,0,0,,"442,000",0,2.05498,0.00,"9,083.01"
28-2235,DOUGLAS,28,TIF REDEVELOPMENT 235,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"375,600",0,0,0,0,0,,"375,600",0,2.05498,0.00,"7,718.50"
28-2236,DOUGLAS,28,TIF REDEVELOPMENT 236,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"711,000",0,0,0,0,0,,"711,000",0,2.05498,0.00,"14,610.91"
28-2237,DOUGLAS,28,TIF REDEVELOPMENT 237,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"65,800",0,0,0,0,0,,"65,800",0,2.05498,0.00,"1,352.18"
28-2238,DOUGLAS,28,TIF REDEVELOPMENT 238,,OMAHA,OMAHA 1,28-0001,,5,,2008,"503,000",0,0,0,0,0,0,0,,"503,000",0,2.05498,0.00,"10,336.55"
28-2239,DOUGLAS,28,TIF REDEVELOPMENT 239,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"410,000",0,0,0,0,0,,"410,000",0,2.05498,0.00,"8,425.42"
28-2240,DOUGLAS,28,TIF REDEVELOPMENT 240,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"216,100",0,0,0,0,0,,"216,100",0,2.05498,0.00,"4,440.81"
28-2241,DOUGLAS,28,TIF REDEVELOPMENT 241,,OMAHA,OMAHA 1,28-0001,,5,,2008,"1,500","150,000",0,0,0,0,0,0,,"1,500","150,000",2.05498,"3,082.50",30.82
28-2242,DOUGLAS,28,TIF REDEVELOPMENT 242,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"961,200",0,0,0,0,0,,"961,200",0,2.05498,0.00,"19,752.47"
28-2243,DOUGLAS,28,TIF REDEVELOPMENT 243,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"128,600",0,0,0,0,0,,"128,600",0,2.05498,0.00,"2,642.70"
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,,OMAHA,OMAHA 1,28-0001,,5,,2008,"10,000",0,0,0,0,0,0,0,,"10,000",0,2.05498,0.00,205.50
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,,OMAHA,OMAHA 1,28-0001,,5,,2008,"433,100",0,0,0,0,0,0,0,,"433,100",0,2.05498,0.00,"8,900.12"
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",1996,0,0,0,0,0,0,0,0,,"17,100","45,600",2.82269,"1,287.14",482.68
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",1997,0,0,0,0,0,0,0,0,,"17,100","348,000",2.64615,"9,208.60",452.49
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",1998,0,0,"17,100","417,100",0,0,0,0,,"17,100","417,100",2.30934,"9,632.28",394.90
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",1999,0,0,"17,100","453,200",0,0,0,0,,"17,100","453,200",2.18456,"9,900.43",373.56
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2000,0,0,"17,100","584,400",0,0,0,0,,"17,100","584,400",2.14095,"12,511.71",366.10
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2001,0,0,"17,100","619,700",0,0,0,0,,"17,100","619,700",2.28059,"14,132.82",389.98
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2002,0,0,"17,100","619,600",0,0,0,0,,"17,100","619,600",2.292,"14,201.23",391.93
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2003,0,0,"17,100","619,600",0,0,0,0,,"17,100","619,600",2.39067,"14,812.59",408.80
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2004,0,0,"17,100","619,600",0,0,0,0,,"17,100","619,600",2.39007,"14,808.87",408.70
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2005,0,0,"17,100","619,600",0,0,0,0,,"17,100","619,600",2.36388,"14,646.60",404.22
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2006,0,0,"17,100","619,600",0,0,0,0,,"17,100","619,600",2.19967,"13,629.16",376.14
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2007,0,0,"17,100","619,600",0,0,0,0,,"17,100","619,600",2.14946,"13,318.05",367.56
28-5451,DOUGLAS,28,TIF REDEVELOPMENT RALST 2,5/7/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project : Sadler Business Park Redevelopment
Lots 3,4,5,6, Sadler Business Park Addition, City of Ralston
Description: Project consists of the development of 4 commercial buildings totaling 15,021 sq ft of commercial and industrial space on a si",2008,0,0,"17,100","840,800",0,0,0,0,,"17,100","840,800",2.15299,"18,102.34",368.16
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",1997,0,0,0,0,0,0,0,0,,"46,100","296,800",2.64615,"7,853.77","1,219.88"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",1998,0,0,"46,100","296,800",0,0,0,0,,"46,100","296,800",2.30934,"6,854.12","1,064.62"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",1999,0,0,"46,100","443,300",0,0,0,0,,"46,100","443,300",2.18456,"9,684.15","1,007.08"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2000,0,0,"46,100","735,000",0,0,0,0,,"46,100","735,000",2.14095,"15,735.98",986.98
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2001,0,0,0,0,"46,100","735,000",0,0,,"46,100","735,000",2.28059,"16,762.34","1,051.35"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2002,0,0,0,0,"46,100","734,600",0,0,,"46,100","734,600",2.292,"16,837.03","1,056.61"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2003,0,0,0,0,"46,100","734,600",0,0,,"46,100","734,600",2.39067,"17,561.86","1,102.10"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2004,0,0,0,0,"46,100","901,840",0,0,,"46,100","901,840",2.39007,"21,554.61","1,101.82"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2005,0,0,0,0,"46,100","901,800",0,0,,"46,100","901,800",2.36388,"21,317.47","1,089.75"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2006,0,0,0,0,"46,100","901,800",0,0,,"46,100","901,800",2.19967,"19,836.62","1,014.05"
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2007,0,0,0,0,"46,100","901,800",0,0,,"46,100","901,800",2.14946,"19,383.83",990.90
28-5452,DOUGLAS,28,TIF REDEVELOPMENT RALST 3,12/31/1996,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Ralston A 72nd Street Self-Storage Redevelopment
Lots 1-7, Block 1; Lot 1 Block 2, parts of Lots 2 & 3, Block 2; and part of lot 1, Block 10; and parts of Block 11, First Addition to the Village of Ralston.
Description: Project cons",2008,0,0,0,0,"46,100","901,800",0,0,,"46,100","901,800",2.15299,"19,415.66",992.53
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2000,0,0,"257,300",0,0,0,0,0,,"257,300",0,2.14095,0.00,"5,508.66"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2001,0,0,"257,300","1,457,000",0,0,0,0,,"257,300","1,457,000",2.28059,"33,228.20","5,867.96"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2002,0,0,"257,300","1,457,000",0,0,0,0,,"257,300","1,457,000",2.292,"33,394.44","5,897.32"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2003,0,0,"257,300","1,457,000",0,0,0,0,,"257,300","1,457,000",2.39067,"34,832.06","6,151.19"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2004,0,0,"257,300","1,604,140",0,0,0,0,,"257,300","1,604,140",2.39007,"38,340.07","6,149.65"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2005,0,0,0,0,"257,300","1,604,100",0,0,,"257,300","1,604,100",2.36388,"37,919.00","6,082.26"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2006,0,0,0,0,"257,300","1,604,100",0,0,,"257,300","1,604,100",2.19967,"35,284.91","5,659.75"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2007,0,0,0,0,"257,300","1,604,100",0,0,,"257,300","1,604,100",2.14946,"34,479.49","5,530.56"
28-5453,DOUGLAS,28,TIF REDEVELOPMENT RALST 4,12/31/1999,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: Burlington Street Redevelopment
5700 South 75th Street
Description: TIF funds used for acquisition, demolition, grading and site preparation. Business is theatrical construction, warehouse and office space with additional ground for fut",2008,0,0,0,0,"257,300","1,604,100",0,0,,"257,300","1,604,100",2.15299,"34,536.11","5,539.64"
28-5454,DOUGLAS,28,TIF REDEVELOPMENT RALST 5,7/18/2000,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Colonies at Cedar Crest (Venture Development Group, Inc. & Rosenthal Family, LLC)
Lots 1 - 25, The Colonies at Cedar Crest, an addition to the City of Ralston.
Description: TIF funds used for the purpose of puchasing land, installat",2002,"227,100","255,300",0,0,0,0,0,0,,"227,100","255,300",2.292,"5,851.48","5,205.13"
28-5454,DOUGLAS,28,TIF REDEVELOPMENT RALST 5,7/18/2000,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Colonies at Cedar Crest (Venture Development Group, Inc. & Rosenthal Family, LLC)
Lots 1 - 25, The Colonies at Cedar Crest, an addition to the City of Ralston.
Description: TIF funds used for the purpose of puchasing land, installat",2003,"227,100","1,638,100",0,0,0,0,0,0,,"227,100","1,638,100",2.39067,"39,161.57","5,429.21"
28-5454,DOUGLAS,28,TIF REDEVELOPMENT RALST 5,7/18/2000,RALSTON,RALSTON 54,28-0054,,3,"Name of Project: The Colonies at Cedar Crest (Venture Development Group, Inc. & Rosenthal Family, LLC)
Lots 1 - 25, The Colonies at Cedar Crest, an addition to the City of Ralston.
Description: TIF funds used for the purpose of puchasing land, installat",2004,"227,100","3,704,300",0,0,0,0,0,0,,"227,100","3,704,300",2.39007,"88,535.36","5,427.85"
