"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2255,DOUGLAS,28,TIF REDEVELOPMENT 255,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 828 South 17th St, LLC
Pt Vac 16st & Vac 17st & alley adj except PT for ST; Pt Lot 6 except for ST; Lots 7 & 8 except 10ft; Lots 9 & 10; Irreg N Pt LT 11 Block 7; Irreg SE Pt Lot 11 & S Pt Lot 12 & All Lot 13 & SE Pt Lot 14 & All Lots 15 through 20 & Nthly Pt Lots 21 & 22 Kountz & Ruths Additions
Parcel #3249-0006-15
Description: Provide for plant expansion and remodel of an existing building that will increase manufacturing capacity of current tenant and keep up with increasing sales demands.",2012,0,0,0,0,602900,1070400,0,0,,602900,1070400,2.17448,23275.63,13109.94
28-2255,DOUGLAS,28,TIF REDEVELOPMENT 255,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 828 South 17th St, LLC
Pt Vac 16st & Vac 17st & alley adj except PT for ST; Pt Lot 6 except for ST; Lots 7 & 8 except 10ft; Lots 9 & 10; Irreg N Pt LT 11 Block 7; Irreg SE Pt Lot 11 & S Pt Lot 12 & All Lot 13 & SE Pt Lot 14 & All Lots 15 through 20 & Nthly Pt Lots 21 & 22 Kountz & Ruths Additions
Parcel #3249-0006-15
Description: Provide for plant expansion and remodel of an existing building that will increase manufacturing capacity of current tenant and keep up with increasing sales demands.",2013,0,0,0,0,602900,1070400,0,0,,602900,1070400,2.19974,23546.02,13262.23
28-2255,DOUGLAS,28,TIF REDEVELOPMENT 255,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 828 South 17th St, LLC
Pt Vac 16st & Vac 17st & alley adj except PT for ST; Pt Lot 6 except for ST; Lots 7 & 8 except 10ft; Lots 9 & 10; Irreg N Pt LT 11 Block 7; Irreg SE Pt Lot 11 & S Pt Lot 12 & All Lot 13 & SE Pt Lot 14 & All Lots 15 through 20 & Nthly Pt Lots 21 & 22 Kountz & Ruths Additions
Parcel #3249-0006-15
Description: Provide for plant expansion and remodel of an existing building that will increase manufacturing capacity of current tenant and keep up with increasing sales demands.",2014,0,0,0,0,602900,1070400,0,0,,602900,1070400,2.18859,23426.67,13195.01
28-2255,DOUGLAS,28,TIF REDEVELOPMENT 255,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 828 South 17th St, LLC
Pt Vac 16st & Vac 17st & alley adj except PT for ST; Pt Lot 6 except for ST; Lots 7 & 8 except 10ft; Lots 9 & 10; Irreg N Pt LT 11 Block 7; Irreg SE Pt Lot 11 & S Pt Lot 12 & All Lot 13 & SE Pt Lot 14 & All Lots 15 through 20 & Nthly Pt Lots 21 & 22 Kountz & Ruths Additions
Parcel #3249-0006-15
Description: Provide for plant expansion and remodel of an existing building that will increase manufacturing capacity of current tenant and keep up with increasing sales demands.",2015,0,0,0,0,602900,1070400,0,0,,602900,1070400,2.23039,23874.09,13447.02
28-2256,DOUGLAS,28,TIF REDEVELOPMENT 256,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1009 Capital Avenue, LLC
Lot 1 & 2, Block 92, Original City Omaha
Description: Renovation, restoration, expansion and conversion of two existing structures into three to four distinct office and/or retail spaces.",2010,0,0,0,0,602900,0,0,0,,602900,0,2.17816,0,13132.13
28-2256,DOUGLAS,28,TIF REDEVELOPMENT 256,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1009 Capital Avenue, LLC
Lot 1 & 2, Block 92, Original City Omaha
Description: Renovation, restoration, expansion and conversion of two existing structures into three to four distinct office and/or retail spaces.",2011,0,0,0,0,396000,1839700,0,0,,396000,1839700,2.17798,40068.3,8624.8
28-2256,DOUGLAS,28,TIF REDEVELOPMENT 256,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1009 Capital Avenue, LLC
Lot 1 & 2, Block 92, Original City Omaha
Description: Renovation, restoration, expansion and conversion of two existing structures into three to four distinct office and/or retail spaces.",2012,0,0,0,0,396000,2250000,0,0,,396000,2250000,2.17448,48925.8,8610.94
28-2256,DOUGLAS,28,TIF REDEVELOPMENT 256,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1009 Capital Avenue, LLC
Lot 1 & 2, Block 92, Original City Omaha
Description: Renovation, restoration, expansion and conversion of two existing structures into three to four distinct office and/or retail spaces.",2013,0,0,0,0,396000,2250000,0,0,,396000,2250000,2.19974,49494.15,8710.97
28-2256,DOUGLAS,28,TIF REDEVELOPMENT 256,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1009 Capital Avenue, LLC
Lot 1 & 2, Block 92, Original City Omaha
Description: Renovation, restoration, expansion and conversion of two existing structures into three to four distinct office and/or retail spaces.",2014,0,0,0,0,396000,2250000,0,0,,396000,2250000,2.18859,49243.28,8666.82
28-2256,DOUGLAS,28,TIF REDEVELOPMENT 256,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1009 Capital Avenue, LLC
Lot 1 & 2, Block 92, Original City Omaha
Description: Renovation, restoration, expansion and conversion of two existing structures into three to four distinct office and/or retail spaces.",2015,0,0,396000,2250000,0,0,0,0,,396000,2250000,2.23039,50183.78,8832.34
28-2257,DOUGLAS,28,TIF REDEVELOPMENT 257,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Notre Dame Apartments, LLC
3501 State Street, Lot 1 Block 0, All Lot 1 Parcel#1848050086
Description: TIF funds to be used for conversion un-used and under utilized central and west wings Notre Dame Academy and Convent into 30 new apartments for seniors and renovation of 32 apartments in east wing (same building) into more energy efficient units.",2011,0,0,636000,522600,0,0,0,0,,636000,522600,2.17798,11382.12,13851.95
28-2257,DOUGLAS,28,TIF REDEVELOPMENT 257,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Notre Dame Apartments, LLC
3501 State Street, Lot 1 Block 0, All Lot 1 Parcel#1848050086
Description: TIF funds to be used for conversion un-used and under utilized central and west wings Notre Dame Academy and Convent into 30 new apartments for seniors and renovation of 32 apartments in east wing (same building) into more energy efficient units.",2012,0,0,636000,2454000,0,0,0,0,,636000,2454000,2.17448,53361.74,13829.69
28-2257,DOUGLAS,28,TIF REDEVELOPMENT 257,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Notre Dame Apartments, LLC
3501 State Street, Lot 1 Block 0, All Lot 1 Parcel#1848050086
Description: TIF funds to be used for conversion un-used and under utilized central and west wings Notre Dame Academy and Convent into 30 new apartments for seniors and renovation of 32 apartments in east wing (same building) into more energy efficient units.",2013,0,0,636000,2610200,0,0,0,0,,636000,2610200,2.19974,57417.61,13990.35
28-2257,DOUGLAS,28,TIF REDEVELOPMENT 257,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Notre Dame Apartments, LLC
3501 State Street, Lot 1 Block 0, All Lot 1 Parcel#1848050086
Description: TIF funds to be used for conversion un-used and under utilized central and west wings Notre Dame Academy and Convent into 30 new apartments for seniors and renovation of 32 apartments in east wing (same building) into more energy efficient units.",2014,0,0,328200,2610200,0,0,0,0,,328200,2610200,2.18859,57126.58,7182.95
28-2257,DOUGLAS,28,TIF REDEVELOPMENT 257,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Notre Dame Apartments, LLC
3501 State Street, Lot 1 Block 0, All Lot 1 Parcel#1848050086
Description: TIF funds to be used for conversion un-used and under utilized central and west wings Notre Dame Academy and Convent into 30 new apartments for seniors and renovation of 32 apartments in east wing (same building) into more energy efficient units.",2015,0,0,636000,1428200,0,0,0,0,,636000,1428200,2.23039,31854.43,14185.28
28-2258,DOUGLAS,28,TIF REDEVELOPMENT 258,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ames Plaza, LLC
5804 Ames Avenue, Benson Heights Lot 86 Block 0 except parts for RWY Parcel #0521045026
Description: TIF funds to be used for redevelopment of vacant and deteriorated property which will be developed into new mixed-use commercial, retail and office complex in addition to convenience storage on west side, lower level of structure.",2011,0,0,267900,953000,0,0,0,0,,267900,953000,2.17798,20756.15,5834.81
28-2258,DOUGLAS,28,TIF REDEVELOPMENT 258,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ames Plaza, LLC
5804 Ames Avenue, Benson Heights Lot 86 Block 0 except parts for RWY Parcel #0521045026
Description: TIF funds to be used for redevelopment of vacant and deteriorated property which will be developed into new mixed-use commercial, retail and office complex in addition to convenience storage on west side, lower level of structure.",2012,0,0,267900,953000,0,0,0,0,,267900,953000,2.17448,20722.79,5825.43
28-2258,DOUGLAS,28,TIF REDEVELOPMENT 258,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ames Plaza, LLC
5804 Ames Avenue, Benson Heights Lot 86 Block 0 except parts for RWY Parcel #0521045026
Description: TIF funds to be used for redevelopment of vacant and deteriorated property which will be developed into new mixed-use commercial, retail and office complex in addition to convenience storage on west side, lower level of structure.",2013,0,0,267900,2288900,0,0,0,0,,267900,2288900,2.19974,50349.85,5893.1
28-2258,DOUGLAS,28,TIF REDEVELOPMENT 258,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ames Plaza, LLC
5804 Ames Avenue, Benson Heights Lot 86 Block 0 except parts for RWY Parcel #0521045026
Description: TIF funds to be used for redevelopment of vacant and deteriorated property which will be developed into new mixed-use commercial, retail and office complex in addition to convenience storage on west side, lower level of structure.",2014,0,0,267900,2288900,0,0,0,0,,267900,2288900,2.18859,50094.64,5863.23
28-2258,DOUGLAS,28,TIF REDEVELOPMENT 258,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ames Plaza, LLC
5804 Ames Avenue, Benson Heights Lot 86 Block 0 except parts for RWY Parcel #0521045026
Description: TIF funds to be used for redevelopment of vacant and deteriorated property which will be developed into new mixed-use commercial, retail and office complex in addition to convenience storage on west side, lower level of structure.",2015,0,0,267900,2957500,0,0,0,0,,267900,2957500,2.23039,65963.78,5975.21
28-2259,DOUGLAS,28,TIF REDEVELOPMENT 259,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Piano Building, LLC
4900 Dodge St., Daugherty Place Lot 1, Parcel#0944320011
Description: TIF funds to provide for rehabilitation/retrofit and conversion of approx 14,600 sq ft historic Hillcrest Building, now known as Piano Buidling, into ground floor retail space with office above.",2011,0,0,448700,0,0,0,0,0,,448700,0,2.17798,0,9772.6
28-2259,DOUGLAS,28,TIF REDEVELOPMENT 259,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Piano Building, LLC
4900 Dodge St., Daugherty Place Lot 1, Parcel#0944320011
Description: TIF funds to provide for rehabilitation/retrofit and conversion of approx 14,600 sq ft historic Hillcrest Building, now known as Piano Buidling, into ground floor retail space with office above.",2012,0,0,448700,1000900,0,0,0,0,,448700,1000900,2.17448,21764.37,9756.89
28-2259,DOUGLAS,28,TIF REDEVELOPMENT 259,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Piano Building, LLC
4900 Dodge St., Daugherty Place Lot 1, Parcel#0944320011
Description: TIF funds to provide for rehabilitation/retrofit and conversion of approx 14,600 sq ft historic Hillcrest Building, now known as Piano Buidling, into ground floor retail space with office above.",2013,0,0,448700,1171500,0,0,0,0,,448700,1171500,2.19974,25769.95,9870.23
28-2259,DOUGLAS,28,TIF REDEVELOPMENT 259,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Piano Building, LLC
4900 Dodge St., Daugherty Place Lot 1, Parcel#0944320011
Description: TIF funds to provide for rehabilitation/retrofit and conversion of approx 14,600 sq ft historic Hillcrest Building, now known as Piano Buidling, into ground floor retail space with office above.",2014,0,0,448700,1529500,0,0,0,0,,448700,1529500,2.18859,33474.48,9820.2
28-2259,DOUGLAS,28,TIF REDEVELOPMENT 259,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Piano Building, LLC
4900 Dodge St., Daugherty Place Lot 1, Parcel#0944320011
Description: TIF funds to provide for rehabilitation/retrofit and conversion of approx 14,600 sq ft historic Hillcrest Building, now known as Piano Buidling, into ground floor retail space with office above.",2015,0,0,448700,1543700,0,0,0,0,,448700,1543700,2.23039,34430.53,10007.76
28-2260,DOUGLAS,28,TIF REDEVELOPMENT 260,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Courtland Place No. 2, LLC Phase II
12th and Leavenworth
Description: TIF funds to provide for rehabilitation of project site through development of site with 16 residential units that provide for the completion of the SoMa Rowhouse redevelopment project of urban style residential housing downtown at 12th and Leavenworth.",2011,273900,0,0,0,0,0,0,0,,273900,0,2.17798,0,5965.49
28-2260,DOUGLAS,28,TIF REDEVELOPMENT 260,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Courtland Place No. 2, LLC Phase II
12th and Leavenworth
Description: TIF funds to provide for rehabilitation of project site through development of site with 16 residential units that provide for the completion of the SoMa Rowhouse redevelopment project of urban style residential housing downtown at 12th and Leavenworth.",2012,273900,4244200,0,0,0,0,0,0,,273900,4244200,2.17448,92289.28,5955.9
28-2260,DOUGLAS,28,TIF REDEVELOPMENT 260,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Courtland Place No. 2, LLC Phase II
12th and Leavenworth
Description: TIF funds to provide for rehabilitation of project site through development of site with 16 residential units that provide for the completion of the SoMa Rowhouse redevelopment project of urban style residential housing downtown at 12th and Leavenworth.",2013,273900,3919500,0,0,0,0,0,0,,273900,3919500,2.19974,86218.79,6025.09
28-2260,DOUGLAS,28,TIF REDEVELOPMENT 260,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Courtland Place No. 2, LLC Phase II
12th and Leavenworth
Description: TIF funds to provide for rehabilitation of project site through development of site with 16 residential units that provide for the completion of the SoMa Rowhouse redevelopment project of urban style residential housing downtown at 12th and Leavenworth.",2014,273900,4209800,0,0,0,0,0,0,,273900,4209800,2.18859,92135.28,5994.55
28-2260,DOUGLAS,28,TIF REDEVELOPMENT 260,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Courtland Place No. 2, LLC Phase II
12th and Leavenworth
Description: TIF funds to provide for rehabilitation of project site through development of site with 16 residential units that provide for the completion of the SoMa Rowhouse redevelopment project of urban style residential housing downtown at 12th and Leavenworth.",2015,273900,4209800,0,0,0,0,0,0,,273900,4209800,2.23039,93894.95,6109.04
28-2261,DOUGLAS,28,TIF REDEVELOPMENT 261,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Properties, LLC
140 North 41st Street, Kilby Place Lot 25 Block 5, Lots 23-24 & 25 150 x 125, Parcel #1444980004
Description: TIF funds to be used to convert an under utilized surface parking lot in Joslyn Castle Neighborhood area into a new market-rate, residential townhome construction project which will consist of two buildings that will contain three townhome units per building; each unit will have three bedrooms and three bathrooms.",2011,0,0,54000,0,0,0,0,0,,54000,0,2.17798,0,1176.11
28-2261,DOUGLAS,28,TIF REDEVELOPMENT 261,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Properties, LLC
140 North 41st Street, Kilby Place Lot 25 Block 5, Lots 23-24 & 25 150 x 125, Parcel #1444980004
Description: TIF funds to be used to convert an under utilized surface parking lot in Joslyn Castle Neighborhood area into a new market-rate, residential townhome construction project which will consist of two buildings that will contain three townhome units per building; each unit will have three bedrooms and three bathrooms.",2012,0,0,54000,576600,0,0,0,0,,54000,576600,2.17448,12538.05,1174.22
28-2261,DOUGLAS,28,TIF REDEVELOPMENT 261,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Properties, LLC
140 North 41st Street, Kilby Place Lot 25 Block 5, Lots 23-24 & 25 150 x 125, Parcel #1444980004
Description: TIF funds to be used to convert an under utilized surface parking lot in Joslyn Castle Neighborhood area into a new market-rate, residential townhome construction project which will consist of two buildings that will contain three townhome units per building; each unit will have three bedrooms and three bathrooms.",2013,0,0,54000,482100,0,0,0,0,,54000,482100,2.19974,10604.95,1187.86
28-2261,DOUGLAS,28,TIF REDEVELOPMENT 261,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Properties, LLC
140 North 41st Street, Kilby Place Lot 25 Block 5, Lots 23-24 & 25 150 x 125, Parcel #1444980004
Description: TIF funds to be used to convert an under utilized surface parking lot in Joslyn Castle Neighborhood area into a new market-rate, residential townhome construction project which will consist of two buildings that will contain three townhome units per building; each unit will have three bedrooms and three bathrooms.",2014,0,0,54000,482100,0,0,0,0,,54000,482100,2.18859,10551.19,1181.84
28-2261,DOUGLAS,28,TIF REDEVELOPMENT 261,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Properties, LLC
140 North 41st Street, Kilby Place Lot 25 Block 5, Lots 23-24 & 25 150 x 125, Parcel #1444980004
Description: TIF funds to be used to convert an under utilized surface parking lot in Joslyn Castle Neighborhood area into a new market-rate, residential townhome construction project which will consist of two buildings that will contain three townhome units per building; each unit will have three bedrooms and three bathrooms.",2015,0,0,54000,482100,0,0,0,0,,54000,482100,2.23039,10752.71,1204.41
28-2262,DOUGLAS,28,TIF REDEVELOPMENT 262,1/1/11,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Farm Credit Building, LLC
206 South 19th St. and 2021 Douglas St.
Description: TIF funds for adaptive re-use of Farm Credit Building located at 206 South 19th St. into a mixed-use commercial and residential redevelopment project, which is in the process of being designated historic. The office floors will be converted into market-rate apartment units, the ground floor will remain comercial space, and the 11th floor will be enlarged to house common-tenant amenities. Plan also includes renovation of Douglas Street Parking Garage and an underground passage way to Farm Credit Building.",2011,0,0,2100000,0,0,0,0,0,,2100000,0,2.17798,0,45737.58
